"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.781718231E1,1.467311010E-2,-7.674729824E-1,-4.896191359E-1
3.782725311E1,6.956943125E-2,-9.647443891E-1,-5.079873204E-1
3.783732391E1,1.273829639E-1,-1.174811482E0,-5.499911904E-1
3.784739471E1,1.389395595E-1,-1.355916977E0,-6.329489946E-1
3.785749603E1,9.861419350E-2,-1.511946559E0,-7.410735488E-1
3.786753631E1,6.743376702E-2,-1.625235677E0,-8.090535402E-1
3.787760711E1,9.948531538E-2,-1.695575237E0,-8.912329078E-1
3.788764739E1,2.058905512E-1,-1.719878078E0,-8.960222602E-1
3.789771820E1,3.195112050E-1,-1.748626828E0,-8.136588335E-1
3.790778900E1,4.740456045E-1,-1.791487932E0,-8.775032759E-1
3.791789031E1,6.738051772E-1,-1.745308280E0,-9.734874964E-1
3.792796112E1,9.044936299E-1,-1.690831900E0,-1.088667154E0
3.793870330E1,1.198250294E0,-1.551218987E0,-1.109077573E0
3.795872283E1,1.791362524E0,-1.078130722E0,-1.015070915E0
3.796876312E1,1.986322045E0,-8.051517010E-1,-1.066463590E0
3.797877288E1,2.212814569E0,-4.726885855E-1,-1.041299343E0
3.798881317E1,2.511895418E0,-9.352017194E-2,-9.301107526E-1
3.799882293E1,2.819598198E0,3.419427276E-1,-7.673206925E-1
3.800886322E1,3.306180477E0,7.576318383E-1,-5.768005252E-1
3.801887298E1,3.939253092E0,1.225303411E0,-3.903923035E-1
3.802888275E1,4.519157410E0,1.693102121E0,-2.106032968E-1
3.803889251E1,4.969081879E0,2.120624304E0,-4.211670160E-2
3.804893280E1,5.303225517E0,2.510970592E0,8.133084327E-2
3.805897308E1,5.540124416E0,2.908939838E0,1.136832237E-1
3.806898284E1,5.699180603E0,3.258367538E0,2.121225297E-1
3.808930755E1,5.837739468E0,3.720744848E0,4.725602865E-1
3.810923553E1,5.718863487E0,4.034456253E0,5.793150067E-1
3.811930633E1,5.744075298E0,4.259654999E0,5.763918161E-1
3.812937713E1,5.754531384E0,4.510190964E0,6.174414158E-1
3.813944793E1,5.643911362E0,4.713309765E0,6.476429105E-1
3.814951873E1,5.459303379E0,4.806674480E0,6.809694767E-1
3.815958953E1,5.249612808E0,4.804344654E0,7.076906562E-1
3.816966033E1,4.943143368E0,4.792078972E0,7.722557187E-1
3.817973114E1,4.613327503E0,4.739830494E0,7.857629657E-1
3.818977142E1,4.252111912E0,4.694426537E0,7.235261798E-1
3.819987274E1,3.851427555E0,4.657336712E0,6.386538744E-1
3.820994354E1,3.473936558E0,4.594389915E0,4.851813912E-1
3.822001434E1,3.031096458E0,4.449467182E0,2.851000726E-1
3.823072601E1,2.519113064E0,4.266207695E0,5.974042788E-2
3.825074554E1,1.395070553E0,3.646713018E0,-4.318678081E-1
3.826078582E1,8.754340410E-1,3.163410187E0,-6.105356216E-1
3.827082611E1,3.337533772E-1,2.593129873E0,-7.137214541E-1
3.828095794E1,-2.105592340E-1,1.992721081E0,-7.448289394E-1
3.830091644E1,-1.442399263E0,7.230867147E-1,-7.261347175E-1
3.831092620E1,-2.179293871E0,6.069093198E-2,-7.594760656E-1
3.832093597E1,-2.946684122E0,-6.033500433E-1,-8.671790361E-1
3.833097625E1,-3.701962948E0,-1.244356036E0,-9.856376052E-1
3.834101654E1,-4.437277794E0,-1.870541573E0,-1.123647094E0
3.835102630E1,-5.196693897E0,-2.453641415E0,-1.198150396E0
3.836106658E1,-5.951069355E0,-2.980923891E0,-1.186902165E0
3.837107635E1,-6.634961128E0,-3.436235666E0,-1.109563947E0
3.838175750E1,-7.202548504E0,-3.749146461E0,-9.804711342E-1
3.840116668E1,-8.045765877E0,-4.109519482E0,-7.276329994E-1
3.841135955E1,-8.357995987E0,-4.076945782E0,-6.657278538E-1
3.842143035E1,-8.511668205E0,-3.953346014E0,-6.581574082E-1
3.843150115E1,-8.425209045E0,-3.855021477E0,-7.659950852E-1
3.844157196E1,-8.202555656E0,-3.758973837E0,-8.984535336E-1
3.845164276E1,-7.903326988E0,-3.753394127E0,-1.136373043E0
3.846171356E1,-7.753864288E0,-3.689901352E0,-1.369313359E0
3.847181488E1,-7.825842381E0,-3.552695274E0,-1.474325895E0
3.848243499E1,-8.108333588E0,-3.415975571E0,-1.425564528E0
3.850199676E1,-7.120193958E0,-3.080132008E0,-1.034466863E0
3.851206756E1,-6.092251778E0,-2.800485134E0,-7.490893006E-1
3.852213836E1,-4.394231319E0,-2.282772303E0,-4.485248029E-1
3.853220916E1,-2.723631859E0,-1.729323506E0,-1.538582146E-1
3.854227996E1,-1.492442489E0,-1.392136097E0,1.527883112E-1
3.855235076E1,-6.342516541E-1,-1.194542050E0,4.545184374E-1
3.856269622E1,8.554013073E-2,-1.061835885E0,7.063655853E-1
3.858326507E1,1.411639810E0,-8.846433759E-1,1.196760774E0
3.860270477E1,1.674641252E0,-4.551119804E-1,1.728909969E0
3.861274505E1,1.593082666E0,-1.731282175E-1,2.081442833E0
3.862278533E1,1.966729403E0,7.636422664E-2,2.374978065E0
3.863291717E1,2.874114037E0,3.094821572E-1,2.506491661E0
3.864298797E1,3.310123920E0,5.046503544E-1,2.559479713E0
3.865305877E1,3.453476191E0,5.637795925E-1,2.590629816E0
3.866309906E1,3.117466211E0,5.729441047E-1,2.512640953E0
3.867313934E1,2.104456663E0,2.990582287E-1,2.363435268E0
3.868397308E1,1.083140850E0,-1.900480688E-2,2.206476450E0
3.870338226E1,4.125217721E-2,-1.832038313E-1,1.865390658E0
3.871345306E1,-2.738203108E-1,-1.961607635E-1,1.715566516E0
3.872349334E1,-5.134068131E-1,-1.872215867E-1,1.627345324E0
3.873359466E1,-8.625444770E-1,-2.022859305E-1,1.597915769E0
3.874366546E1,-1.152518392E0,-2.198833227E-1,1.577167988E0
3.875370574E1,-1.350490093E0,-2.301443070E-1,1.501080155E0
3.876377654E1,-1.397699356E0,-2.249335796E-1,1.405296206E0
3.877384735E1,-1.462860227E0,-2.163668275E-1,1.272981048E0
3.878474212E1,-1.651510119E0,-2.185506970E-1,1.110698581E0
3.880405975E1,-1.935616851E0,-2.178515792E-1,7.419834733E-1
3.881410003E1,-1.972496748E0,-1.805252880E-1,5.974336267E-1
3.882417083E1,-1.943332076E0,-1.462965310E-1,4.724477530E-1
3.883427215E1,-1.816398740E0,-9.637908638E-2,3.547597528E-1
3.884434295E1,-1.587536812E0,-3.211971000E-2,2.437398881E-1
3.885441375E1,-1.311805964E0,3.992497548E-2,1.251380742E-1
3.886448455E1,-1.061915398E0,1.080583036E-1,-5.740758497E-3
3.887455535E1,-8.208916783E-1,1.806616485E-1,-1.620153636E-1
3.889491058E1,-3.348152936E-1,3.214980662E-1,-4.967795610E-1
3.891489959E1,2.231262028E-1,4.552882314E-1,-6.904014945E-1
3.892497039E1,5.493660569E-1,5.481125712E-1,-7.043034434E-1
3.893504119E1,9.034596682E-1,6.311073899E-1,-5.963717699E-1
3.894511199E1,1.224934816E0,6.535164714E-1,-4.355278313E-1
3.895518280E1,1.458754301E0,6.630392075E-1,-3.230346143E-1
3.896525360E1,1.580688357E0,6.696914434E-1,-2.947803438E-1
3.897532440E1,1.617083192E0,6.596474648E-1,-3.280292451E-1
3.898539520E1,1.613502026E0,6.157994866E-1,-4.072522819E-1
3.899577117E1,1.500074387E0,5.396979451E-1,-5.053177476E-1
3.901560760E1,1.225455761E0,3.388643265E-1,-7.666158676E-1
3.902567840E1,1.202831745E0,2.595713735E-1,-8.510420918E-1
3.903574920E1,1.261453032E0,2.043675482E-1,-8.878174424E-1
3.904582000E1,1.348733664E0,1.616252363E-1,-8.957069516E-1
3.905589080E1,1.469017029E0,1.128093004E-1,-8.986625075E-1
3.906596160E1,1.627377629E0,1.792242937E-2,-8.899453282E-1
3.907603240E1,1.762893200E0,-1.377347559E-1,-9.845513105E-1
3.908610320E1,1.883008718E0,-3.240526915E-1,-1.252422810E0
3.909660125E1,2.010780334E0,-5.371740460E-1,-1.578413606E0
3.911625457E1,2.499381781E0,-8.224872947E-1,-2.076905489E0
3.912638641E1,2.941413403E0,-8.212103248E-1,-2.200071812E0
3.913645721E1,3.492871761E0,-8.008654118E-1,-2.237947226E0
3.914652801E1,4.127252102E0,-6.712535024E-1,-2.238991261E0
3.915659881E1,4.772929668E0,-4.385869801E-1,-2.150512457E0
3.916666961E1,5.381196022E0,-1.082544997E-1,-2.006779194E0
3.917670989E1,5.936229229E0,3.132538795E-1,-1.855947375E0
3.918678070E1,6.402732849E0,8.096143007E-1,-1.711881399E0
3.919730926E1,6.732924938E0,1.353749871E0,-1.566641927E0
3.921696258E1,6.919838905E0,2.411368370E0,-1.405059457E0
3.922703338E1,6.858053207E0,2.888650417E0,-1.385476470E0
3.923710418E1,6.743521690E0,3.391492128E0,-1.363128424E0
3.924720550E1,6.560237408E0,3.965192318E0,-1.300959468E0
3.925727630E1,6.341872215E0,4.509334087E0,-1.210566998E0
3.926731658E1,6.039046764E0,4.932718754E0,-1.107402444E0
3.927738739E1,5.623401165E0,5.208871841E0,-1.022850752E0
3.928748870E1,5.104127884E0,5.343510628E0,-9.563323855E-1
3.929810882E1,4.506558418E0,5.348041058E0,-8.973605037E-1
3.931767059E1,3.145784855E0,5.093130589E0,-8.344641924E-1
3.932774139E1,2.366636753E0,4.886497498E0,-8.633679748E-1
3.933781219E1,1.582426429E0,4.567845821E0,-8.688306212E-1
3.934791351E1,9.019365311E-1,4.149214268E0,-8.671346903E-1
3.935795379E1,3.615664542E-1,3.692069769E0,-8.423864841E-1
3.936802459E1,-4.501057789E-2,3.260734081E0,-7.666590214E-1
3.937812591E1,-3.504255116E-1,2.843452454E0,-6.079872847E-1
3.938822723E1,-6.071130037E-1,2.425266027E0,-3.787528574E-1
3.939899993E1,-8.452442884E-1,1.990386248E0,-1.137932688E-1
3.941843963E1,-1.332941413E0,1.243049502E0,4.234803617E-1
3.942851043E1,-1.609728694E0,9.491891861E-1,6.786039472E-1
3.943858123E1,-1.856795788E0,6.987327933E-1,9.031666517E-1
3.944868255E1,-2.096042633E0,4.537772834E-1,1.108209968E0
3.945872283E1,-2.349525690E0,2.132281810E-1,1.306280971E0
3.946879364E1,-2.596020937E0,-1.598379016E-2,1.506861329E0
3.947886444E1,-2.816340923E0,-2.769172788E-1,1.726892710E0
3.948890472E1,-3.025566339E0,-5.708304644E-1,1.941256523E0
3.949986053E1,-3.263020515E0,-8.733029962E-1,2.115403652E0
3.951911712E1,-4.009053230E0,-1.465224862E0,2.365687132E0
3.952921844E1,-4.498740196E0,-1.765080810E0,2.416207552E0
3.953928924E1,-5.026076794E0,-2.034288645E0,2.384627342E0
3.954939056E1,-5.594051361E0,-2.271290541E0,2.280574322E0
3.955943084E1,-6.222127438E0,-2.496188641E0,2.140875816E0
3.956950164E1,-6.911989212E0,-2.708414555E0,1.932261348E0
3.957957244E1,-7.621340752E0,-2.901105642E0,1.679055452E0
3.958964324E1,-8.292576790E0,-3.066268206E0,1.415211558E0
3.960066009E1,-8.870625496E0,-3.201354265E0,1.155920982E0
3.961985565E1,-9.681255341E0,-3.298293114E0,6.416168809E-1
3.962992645E1,-9.887227058E0,-3.234967947E0,3.532639146E-1
3.963999725E1,-9.888548851E0,-3.125085115E0,5.374101922E-2
3.965006805E1,-9.656167030E0,-3.025858641E0,-1.691971868E-1
3.966013885E1,-9.303987503E0,-2.895203352E0,-4.462570548E-1
3.967020965E1,-8.906551361E0,-2.786811590E0,-7.332131267E-1
3.968028045E1,-8.632441521E0,-2.620025635E0,-1.026553154E0
3.969035125E1,-8.547280312E0,-2.382198334E0,-1.166630507E0
3.970149017E1,-8.489963531E0,-2.145843983E0,-1.197879314E0
3.972056365E1,-7.279284000E0,-1.693551779E0,-1.185258865E0
3.973063446E1,-6.299870014E0,-1.422879934E0,-1.103877902E0
3.974070526E1,-4.912045479E0,-1.099891186E0,-9.671248794E-1
3.975074554E1,-3.527811289E0,-8.808958530E-1,-8.091271520E-1
3.976084686E1,-2.334711790E0,-6.995558143E-1,-5.790107250E-1
3.977091766E1,-1.225714326E0,-5.148772597E-1,-2.913410068E-1
3.978098846E1,-1.692320257E-1,-3.518869579E-1,1.669020392E-2
3.979105926E1,7.996650934E-1,-2.345719039E-1,2.959793210E-1
3.980113006E1,1.595710635E0,-1.391338706E-1,5.378272533E-1
3.981120086E1,2.101252317E0,-1.268511172E-2,6.708234549E-1
3.982124114E1,2.364104509E0,1.565267593E-1,8.084545732E-1
3.983131194E1,2.568650484E0,2.435684651E-1,9.561061263E-1
3.984138275E1,3.010966778E0,3.081503808E-1,1.030865192E0
3.985145355E1,3.720092773E0,3.998483121E-1,1.109032273E0
3.986152435E1,4.324628830E0,4.813126922E-1,1.159394026E0
3.987159515E1,4.543840408E0,5.279256105E-1,1.237686038E0
3.988166595E1,4.686456203E0,5.057485104E-1,1.330728292E0
3.989173675E1,4.416588306E0,3.839443326E-1,1.377957225E0
3.990180755E1,4.071663857E0,3.390588462E-1,1.413856506E0
3.991187835E1,3.772150278E0,3.040918708E-1,1.392778397E0
3.992194915E1,3.427920818E0,2.889710069E-1,1.315849185E0
3.993201995E1,3.100046396E0,2.511575818E-1,1.230133533E0
3.994209075E1,2.716750860E0,2.113140672E-1,1.165413022E0
3.995216156E1,2.271514654E0,1.695967615E-1,1.107508421E0
3.996223236E1,1.898376346E0,1.349722892E-1,1.053022981E0
3.997230316E1,1.532577157E0,1.108049825E-1,1.007324696E0
3.998237396E1,1.278542042E0,1.066375747E-1,9.720262885E-1
3.999244476E1,1.079620838E0,1.003187150E-1,9.451454282E-1
4.000251556E1,8.119248152E-1,6.890146434E-2,8.955423236E-1
4.001258636E1,4.493393898E-1,5.160834640E-3,8.397430182E-1
4.002265716E1,8.394783735E-2,-5.130990222E-2,7.678038478E-1
4.003272796E1,-2.522805929E-1,-9.881568700E-2,6.791959405E-1
4.004279876E1,-5.722774267E-1,-1.415746361E-1,5.853815675E-1
4.005290008E1,-8.517030478E-1,-1.801420599E-1,4.840396941E-1
4.006294036E1,-1.055198193E0,-2.095757872E-1,3.686245382E-1
4.007301116E1,-1.194601655E0,-2.243159115E-1,2.447054982E-1
4.008308197E1,-1.284819007E0,-2.369586378E-1,1.125307307E-1
4.009315276E1,-1.329232931E0,-2.318917364E-1,-1.809206977E-2
4.010322357E1,-1.346506476E0,-2.152628303E-1,-1.452545822E-1
4.011329437E1,-1.317569375E0,-1.880978048E-1,-2.642926276E-1
4.012336517E1,-1.237827063E0,-1.509452760E-1,-3.718478680E-1
4.013410736E1,-1.104797125E0,-1.065852046E-1,-4.681192636E-1
4.014414764E1,-9.231495261E-1,-6.056499109E-2,-5.483350754E-1
4.016416717E1,-4.773270190E-1,3.456462547E-2,-6.147860885E-1
4.017417694E1,-2.175848186E-1,7.317694277E-2,-5.416763425E-1
4.018421722E1,3.797345236E-2,1.050431058E-1,-5.026272535E-1
4.019422698E1,2.284897715E-1,1.464079320E-1,-5.103210807E-1
4.020423675E1,3.752982616E-1,1.941581070E-1,-5.384812951E-1
4.021427703E1,4.990971088E-1,2.141164541E-1,-5.645980239E-1
4.022428680E1,6.277801394E-1,2.198617160E-1,-6.202586889E-1
4.023432708E1,7.671854496E-1,2.240623683E-1,-6.832296252E-1
4.024433685E1,9.243541956E-1,2.228744030E-1,-7.273327112E-1
4.025437713E1,1.089307904E0,2.115335464E-1,-7.381830215E-1
4.026441741E1,1.251386762E0,1.947707981E-1,-7.288302183E-1
4.027448822E1,1.436105132E0,1.683298349E-1,-7.008323073E-1
4.028452850E1,1.618773103E0,1.415056288E-1,-6.596366167E-1
4.029462982E1,1.774690747E0,1.091190651E-1,-6.144966483E-1
4.030467010E1,1.908231139E0,7.397417724E-2,-5.706297755E-1
4.031477142E1,2.026060820E0,2.831226774E-2,-5.273162723E-1
4.032481170E1,2.114003897E0,-1.027844101E-2,-5.876755714E-1
4.033488250E1,2.169554949E0,-4.854410142E-2,-6.046823859E-1
4.034495330E1,2.238450527E0,-7.869856805E-2,-5.782225132E-1
4.035505462E1,2.385370493E0,-1.241659597E-1,-5.413488150E-1
4.036509490E1,2.560962439E0,-1.685351729E-1,-4.824649096E-1
4.037519622E1,2.708174706E0,-2.012168616E-1,-3.862765729E-1
4.038523651E1,2.766397238E0,-2.300578505E-1,-2.658616602E-1
4.039530731E1,2.703669310E0,-2.735018134E-1,-1.702661216E-1
4.040537811E1,2.604956627E0,-3.207290769E-1,-1.230319142E-1
4.041538787E1,2.414419651E0,-3.938952088E-1,-1.037114337E-1
4.042609954E1,2.122206211E0,-4.907049537E-1,-1.335455626E-1
4.044618011E1,1.379073024E0,-1.154092550E0,-2.952049971E-1
4.045618988E1,1.022346377E0,-1.412123442E0,-3.983989656E-1
4.046619964E1,5.831456780E-1,-1.590385079E0,-4.196425974E-1
4.047623992E1,1.037892625E-1,-1.783612967E0,-3.997219801E-1
4.048624969E1,-5.088353753E-1,-2.010686398E0,-3.744565248E-1
4.049625946E1,-1.045004725E0,-2.227445364E0,-4.321519732E-1
4.050629974E1,-1.414691687E0,-2.384214163E0,-5.521315932E-1
4.051630950E1,-1.585360408E0,-2.445307970E0,-6.446660161E-1
4.052631927E1,-1.615924358E0,-2.440270185E0,-7.056719661E-1
4.054639984E1,-1.243566513E0,-2.238330841E0,-6.490913630E-1
4.055647064E1,-7.241626978E-1,-1.988278866E0,-6.360258460E-1
4.056654144E1,-3.552937135E-2,-1.628846884E0,-6.277042627E-1
4.057658172E1,7.745317221E-1,-1.162266016E0,-5.419296026E-1
4.058665252E1,1.696962953E0,-4.419588447E-1,-4.638278186E-1
4.059672332E1,2.623280764E0,3.552438319E-1,-3.520870209E-1
4.060679412E1,3.447105169E0,1.046357512E0,-2.664219141E-1
4.061686492E1,4.198235989E0,1.674680948E0,-2.048360407E-1
4.062693572E1,4.998788834E0,2.216215134E0,-2.174982876E-1
4.063700653E1,5.865790367E0,2.766216278E0,-2.861090899E-1
4.064704681E1,6.573998451E0,3.390035391E0,-3.938211203E-1
4.065711761E1,7.016390800E0,3.986181259E0,-4.525771737E-1
4.066718841E1,7.152875900E0,4.511298180E0,-5.059618354E-1
4.067728973E1,7.036684990E0,4.944118023E0,-5.829528570E-1
4.068739105E1,6.853921890E0,5.262994766E0,-6.503959298E-1
4.069743133E1,6.513626575E0,5.469714642E0,-7.465318441E-1
4.070750213E1,6.113934517E0,5.553189278E0,-7.499789596E-1
4.071757293E1,5.721640587E0,5.513169765E0,-7.233553529E-1
4.072764373E1,5.389827251E0,5.407705307E0,-5.931580663E-1
4.073768402E1,5.103090286E0,5.232814312E0,-3.660534024E-1
4.074775482E1,4.778274536E0,5.015679359E0,-1.011456177E-1
4.075785614E1,4.378002644E0,4.816111088E0,7.680820674E-2
4.076792694E1,3.854920149E0,4.658426762E0,1.639087200E-1
4.077799774E1,3.202790022E0,4.547904015E0,1.772150397E-1
4.078806854E1,2.578202724E0,4.437739849E0,1.096480489E-1
4.079813934E1,1.873751283E0,4.267688751E0,2.415374294E-2
4.080821014E1,1.106419206E0,3.979971647E0,-3.549398854E-2
4.081855560E1,3.369564414E-1,3.629786968E0,-7.437924296E-2
4.083842254E1,-8.439977169E-1,2.641107798E0,-1.246586666E-1
4.084849334E1,-1.272357821E0,2.101308823E0,-1.326330006E-1
4.085853362E1,-1.659622073E0,1.559683204E0,-1.569875181E-1
4.086860443E1,-2.065294504E0,1.029227495E0,-1.848711222E-1
4.087864471E1,-2.557934284E0,5.245313644E-1,-2.675864398E-1
4.088877655E1,-3.201359272E0,4.966763034E-2,-4.489870369E-1
4.089887786E1,-3.946989536E0,-4.088926613E-1,-6.324095726E-1
4.090891815E1,-4.606366158E0,-8.703438640E-1,-7.056695223E-1
4.091898895E1,-5.150721073E0,-1.369445562E0,-6.933194399E-1
4.092905975E1,-5.573967457E0,-1.898757815E0,-7.229102850E-1
4.093913055E1,-5.879222393E0,-2.391283751E0,-7.307711840E-1
4.094920135E1,-6.142037392E0,-2.775885105E0,-7.135497928E-1
4.095927215E1,-6.296351910E0,-3.043233871E0,-6.672517657E-1
4.096934295E1,-6.389543533E0,-3.219872952E0,-5.814141035E-1
4.097944427E1,-6.493522644E0,-3.335060358E0,-4.570939243E-1
4.099955535E1,-6.878816128E0,-3.427636623E0,-2.294906825E-1
4.100962615E1,-7.198672295E0,-3.456685305E0,-1.327950656E-1
4.101969696E1,-7.575482368E0,-3.418466806E0,-7.420643419E-2
4.102976776E1,-7.952353477E0,-3.310068130E0,-8.560102433E-2
4.103983856E1,-8.209363937E0,-3.124607086E0,-1.461172700E-1
4.104990936E1,-8.320390701E0,-2.870618582E0,-2.151189148E-1
4.105998016E1,-8.276854515E0,-2.615061760E0,-2.992833257E-1
4.107005096E1,-8.042683601E0,-2.306693792E0,-3.955484033E-1
4.108012176E1,-7.695025444E0,-2.160574198E0,-4.991652966E-1
4.109019256E1,-7.400332928E0,-2.046358347E0,-5.480011702E-1
4.110026336E1,-7.205770493E0,-2.375320673E0,-5.448653102E-1
4.111033416E1,-7.072594643E0,-3.052292109E0,-6.050812006E-1
4.112040496E1,-7.260647297E0,-3.314749718E0,-5.060792565E-1
4.113044525E1,-6.938456059E0,-3.087428808E0,-2.634986341E-1
4.114054656E1,-6.220416069E0,-2.789139509E0,9.703687392E-3
4.115061736E1,-5.172033310E0,-2.147877216E0,3.405938745E-1
4.116068817E1,-3.632048130E0,-1.358072639E0,7.360756993E-1
4.117075897E1,-1.828901172E0,-6.657060981E-1,1.093765974E0
4.118082977E1,-9.894381464E-2,-4.244586825E-1,1.504507899E0
4.119090057E1,1.593324065E0,-3.673919141E-1,1.986308575E0
4.120097137E1,3.163083315E0,-2.582296133E-1,2.461855412E0
4.121104217E1,4.350461960E0,-1.866687536E-1,2.863567114E0
4.122111297E1,5.105028152E0,-2.082340270E-1,3.163393736E0
4.123118377E1,5.489359856E0,-2.844419777E-1,3.300384521E0
4.124125457E1,5.579497337E0,-1.595619023E-1,3.358752489E0
4.125135589E1,5.563188076E0,3.898550272E-1,3.403585911E0
4.126142669E1,5.553229809E0,1.246522069E0,3.330345631E0
4.127146697E1,6.055188656E0,1.655290365E0,3.339658499E0
4.128153778E1,6.297380924E0,1.728592753E0,3.252330780E0
4.130167938E1,6.671929836E0,1.290389061E0,2.998416424E0
4.131175018E1,6.070021629E0,7.391598821E-1,2.744254827E0
4.132182098E1,5.078629494E0,2.344837785E-1,2.417387962E0
4.133192230E1,4.016746521E0,1.285827607E-1,2.091369867E0
4.134196258E1,2.872805357E0,4.727633670E-2,1.587951660E0
4.135203338E1,1.685873866E0,5.461024120E-2,1.063174248E0
4.136207366E1,7.272666097E-1,-1.885433868E-2,5.985063910E-1
4.137217498E1,5.505458638E-2,-1.184248626E-1,2.414160222E-1
4.138224578E1,-5.548502207E-1,-1.791744083E-1,5.363805220E-3
4.139231658E1,-9.155561924E-1,-2.174342424E-1,-1.526076496E-1
4.140241790E1,-1.044593096E0,-2.475695908E-1,-1.564534009E-1
4.141245819E1,-9.446774125E-1,-2.836821377E-1,-7.293289900E-2
4.142252899E1,-7.222607732E-1,-3.145523667E-1,-7.618050277E-2
4.143263030E1,-6.990588903E-1,-3.570927083E-1,-1.023770869E-1
4.144267059E1,-6.923968792E-1,-4.256691039E-1,-2.200779766E-1
4.146281219E1,-1.283279300E0,-6.227850318E-1,-6.253321171E-1
4.147288299E1,-1.475030899E0,-6.756387353E-1,-7.758095860E-1
4.148295379E1,-1.523917079E0,-7.184267640E-1,-8.697684407E-1
4.149302459E1,-1.550727487E0,-7.580025792E-1,-9.445413947E-1
4.150312591E1,-1.506523252E0,-8.011663556E-1,-9.642313719E-1
4.151319671E1,-1.415499449E0,-8.275790811E-1,-9.596772790E-1
4.152323699E1,-1.283200026E0,-8.173571825E-1,-9.413884282E-1
4.153330780E1,-1.206073046E0,-7.926486731E-1,-8.634554744E-1
4.154337860E1,-1.141628981E0,-7.874438167E-1,-8.065111637E-1
4.155344940E1,-1.203065634E0,-7.905413508E-1,-8.031307459E-1
4.156352020E1,-1.307038426E0,-7.850811481E-1,-8.355552554E-1
4.158366180E1,-1.529970169E0,-7.949905396E-1,-9.717708826E-1
4.159373260E1,-1.547770143E0,-8.089533448E-1,-1.047328472E0
4.160380340E1,-1.489241481E0,-8.046072125E-1,-1.156124234E0
4.161414886E1,-1.395222068E0,-7.873457074E-1,-1.238818049E0
4.163401580E1,-1.257061481E0,-7.391315699E-1,-1.373037100E0
4.164408660E1,-1.209189057E0,-6.990969181E-1,-1.418464184E0
4.165415740E1,-1.144123554E0,-6.350187659E-1,-1.429435253E0
4.166419769E1,-1.073502302E0,-5.397079587E-1,-1.410226822E0
4.167429901E1,-9.517408013E-1,-4.274739027E-1,-1.366387248E0
4.168440032E1,-7.888107896E-1,-3.204663992E-1,-1.309729695E0
4.169444061E1,-5.592097640E-1,-2.078990042E-1,-1.297023058E0
4.170451141E1,-2.224994898E-1,-4.702278599E-2,-1.240339518E0
4.171458221E1,9.595760703E-2,1.328407824E-1,-1.147071958E0
4.172465301E1,3.982754648E-1,3.014366329E-1,-9.828742146E-1
4.173472381E1,6.821947098E-1,4.840959311E-1,-8.118191957E-1
4.174479461E1,9.136741757E-1,7.023391128E-1,-6.072215438E-1
4.175489593E1,1.064933896E0,8.882554770E-1,-3.742238283E-1
4.176490570E1,1.224021435E0,1.049821734E0,-1.615761369E-1
4.177500701E1,1.414142489E0,1.205158830E0,3.347096965E-2
4.178507781E1,1.583201647E0,1.348965526E0,2.049157619E-1
4.179514862E1,1.728383899E0,1.470225215E0,3.389977217E-1
4.180521942E1,1.855016112E0,1.559132338E0,4.230657220E-1
4.181529022E1,1.955564380E0,1.611834764E0,4.708823264E-1
4.182536102E1,2.024422169E0,1.631233573E0,4.972868562E-1
4.183543182E1,2.082195997E0,1.630881071E0,5.064680576E-1
4.184550262E1,2.122501850E0,1.622390866E0,4.930160046E-1
4.185557342E1,2.155711651E0,1.606740475E0,4.335456491E-1
4.186564422E1,2.193118334E0,1.581001163E0,3.433445692E-1
4.187571502E1,2.239974260E0,1.530530810E0,2.511329949E-1
4.188575530E1,2.278106451E0,1.424122810E0,1.515156180E-1
4.189582611E1,2.264234304E0,1.233503580E0,2.475499548E-2
4.190589691E1,2.174835205E0,9.654792547E-1,-1.057267636E-1
4.191596771E1,2.073235512E0,6.473439336E-1,-2.803657651E-1
4.192603851E1,1.938343763E0,3.278634846E-1,-5.110073686E-1
4.193610931E1,1.789175034E0,3.547076508E-2,-7.945972085E-1
4.194618011E1,1.636324525E0,-2.226141989E-1,-1.095111251E0
4.195625091E1,1.458392501E0,-4.691671133E-1,-1.322355270E0
4.196632171E1,1.235957146E0,-7.015202045E-1,-1.443958402E0
4.197639251E1,9.805675149E-1,-9.353846908E-1,-1.461407185E0
4.198646331E1,7.855945230E-1,-1.158656478E0,-1.476468205E0
4.199653411E1,6.853814125E-1,-1.353714108E0,-1.475054979E0
4.200660491E1,6.305865645E-1,-1.521977425E0,-1.443398833E0
4.201667572E1,6.149644256E-1,-1.677277923E0,-1.360992074E0
4.202674652E1,6.290103793E-1,-1.802334309E0,-1.243638158E0
4.203681732E1,6.525954008E-1,-1.833471298E0,-1.094449282E0
4.204688812E1,7.171669006E-1,-1.855290174E0,-8.868567348E-1
4.205695892E1,9.000028968E-1,-1.716393232E0,-6.187124252E-1
4.206702972E1,1.229114175E0,-1.394132853E0,-2.974104583E-1
4.207710052E1,1.668869495E0,-9.536604285E-1,8.252025396E-2
4.208717132E1,2.158948183E0,-4.457263649E-1,5.450425744E-1
4.209724212E1,2.685608864E0,9.051246941E-2,1.033438325E0
4.210731292E1,3.255737305E0,6.431482434E-1,1.432970643E0
4.211738372E1,3.845704794E0,1.178055286E0,1.709349394E0
